review_id,review_text,rating,review_length,helpful_votes,days_since_purchase,verified_purchase,sentiment
197,노이즈캔슬링은 보통 수준인 것 같아요. 딱히 불만은 없지만 감동도 없어요. 그럭저럭 쓸만한 이어폰이에요. ㅎㅎ,3.0,61,11.0,81.0,True,neutral
198,재구매 의사 백프로입니다 강추해요.,4.0,19,3.0,39.0,True,positive
199,페어링이 빠르고 간편해서 편리합니다. 무게가 가벼워서 착용감이 뛰어나요.,5.0,40,13.0,175.0,True,positive
200,설명서와 다르게 작동해서 당황스러웠습니다. 돈이 아깝다는 생각이 계속 들었어요.,1.0,44,7.0,147.0,False,negative
201,통화 음질도 선명해서 업무용으로도 좋아요. 가성비 최고의 이어폰이라고 생각해요. ㅠㅠ,5.0,47,1.0,216.0,True,positive
202,음질이 정말 선명하고 저음도 풍부해요. 디자인이 깔끔하고 케이스도 고급스러워요. ㅠㅠ,5.0,47,10.0,194.0,True,positive
203,연결이 끊기지 않고 아주 안정적이에요. 가성비 최고의 이어폰이라고 생각해요. ㅠㅠ,5.0,45,1.0,30.0,True,positive
204,연결은 대체로 안정적인 편이에요.,4.0,18,1.0,318.0,False,neutral
205,가격 대비 품질이 많이 아쉬워요. 음질이 기대했던 것보다 많이 별로였어요.,2.0,41,8.0,290.0,True,negative
206,케이스 배터리도 넉넉해서 외출할 때 든든해요. 음질이 정말 선명하고 저음도 풍부해요. ...,5.0,51,16.0,4.0,False,positive
207,귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. 방수 기능이 있다고 했는데 물에 약한 것 같아요. 연결이 자꾸 끊겨서 스트레스를 받았어요. ㅎㅎ,1.0,79,13.0,175.0,True,negative
208,가격 대비 품질이 많이 아쉬워요. 친구에게는 추천하지 않을 것 같아요.,1.0,39,1.0,233.0,True,negative
209,있어도 그만 없어도 그만인 느낌이에요. 보통 수준이라 재구매는 고민 중이에요. ㅎㅎ,2.0,46,4.0,195.0,True,neutral
210,연결이 자꾸 끊겨서 스트레스를 받았어요. 소리가 자꾸 끊겨서 음악 감상이 힘들어요. 한쪽 이어폰 소리가 유독 작게 들려요.,1.0,68,3.0,195.0,True,negative
211,음질이 정말 선명하고 저음도 풍부해요. 연결이 끊기지 않고 아주 안정적이에요.,4.0,43,12.0,262.0,True,positive
212,음질이 정말 선명하고 저음도 풍부해요. 기대 이상의 퀄리티에 놀랐습니다. ^^,5.0,43,9.0,190.0,True,positive
213,가격 대비 품질이 많이 아쉬워요.,,18,,,,negative
214,연결이 끊기지 않고 아주 안정적이에요. 터치 조작이 직관적이라 편리해요. ...,5.0,44,2.0,66.0,True,positive
215,터치 조작이 너무 예민해서 오작동이 잦아요. 음질이 기대했던 것보다 많이 별로였어요. 가격 대비 품질이 많이 아쉬워요.,,66,,,,negative
216,터치 조작이 직관적이라 편리해요. 통화 음질도 선명해서 업무용으로도 좋아요.,5.0,42,4.0,354.0,True,positive
217,리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,25,6.0,351.0,True,neutral
218,무게가 가벼워서 착용감이 뛰어나요. 생각보다 훨씬 만족스러운 구매였어요.,4.0,40,8.0,141.0,True,negative
219,통화 음질이 먹먹하게 들려서 불편해요. ㅠㅠ,1.0,24,7.0,33.0,False,negative
220,연결이 끊기지 않고 아주 안정적이에요. 매일 사용하는데 만족도가 점점 높아지네요.,5.0,45,3.0,52.0,True,positive
221,터치 조작이 직관적이라 편리해요. ㅠㅠ,5.0,21,9.0,136.0,True,positive
222,쓸 수는 있지만 추천까지는 아니에요. 평이한 성능에 평이한 만족도예요.,4.0,39,3.0,252.0,True,neutral
223,착용감이 편안해서 오래 껴도 아프지 않아요. 연결이 끊기지 않고 아주 안정적이에요.,5.0,46,7.0,333.0,True,positive
224,그립감이 좋아서 귀에서 잘 빠지지 않아요.,5.0,23,9.0,361.0,True,positive
225,특별한 장점도 단점도 없는 것 같아요. 그럭저럭 쓸만한 이어폰이에요. ^^,3.0,41,8.0,262.0,True,neutral
226,가성비 최고의 이어폰이라고 생각해요. ^^,4.0,23,12.0,253.0,True,positive
227,AS 문의를 했는데 응답이 너무 느렸어요. ...,2.0,27,10.0,153.0,True,negative
228,소리가 자꾸 끊겨서 음악 감상이 힘들어요. ...,1.0,27,,330.0,True,negative
229,AS 문의를 했는데 응답이 너무 느렸어요. 케이스 마감이 조잡하고 잘 깨질 것 같아요. ㅎㅎ,2.0,51,9.0,1.0,True,negative
230,방수 기능 덕분에 운동할 때도 안심돼요.,4.0,22,17.0,127.0,True,positive
231,페어링이 빠르고 간편해서 편리합니다. 음질이 정말 선명하고 저음도 풍부해요. !!,5.0,45,10.0,82.0,True,positive
232,한쪽 이어폰 소리가 유독 작게 들려요. 터치 조작이 너무 예민해서 오작동이 잦아요.,1.0,46,20.0,12.0,True,negative
233,이 가격에 이 정도 성능이면 훌륭하죠. 터치 조작이 직관적이라 편리해요. ㅎㅎ,4.0,43,15.0,113.0,True,positive
234,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 터치 조작이 너무 예민해서 오작동이 잦아요.,1.0,50,21.0,145.0,True,negative
235,사진과 실물 색상이 많이 달라서 실망했어요. ...,,28,,,True,negative
236,통화 음질이 먹먹하게 들려서 불편해요. AS 문의를 했는데 응답이 너무 느렸어요. 귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. ㅎㅎ,2.0,74,1.0,133.0,True,negative
237,친구에게도 추천하고 싶은 이어폰이에요. 매일 사용하는데 만족도가 점점 높아지네요.,4.0,45,10.0,306.0,True,positive
238,노이즈캔슬링 성능이 기대 이상이에요. ...,4.0,24,7.0,60.0,True,positive
239,연결은 대체로 안정적인 편이에요. 음질은 그냥 무난한 편이에요. ^^,4.0,38,6.0,268.0,True,neutral
240,기대했던 만큼도 아니고 실망스럽지도 않아요. 쓸 수는 있지만 추천까지는 아니에요.,3.0,45,4.0,237.0,True,neutral
241,리뷰를 참고해서 구매했는데 예상한 정도였어요. 음질은 그냥 무난한 편이에요. ...,3.0,46,2.0,36.0,False,neutral
242,가격이 저렴한 만큼 딱 그 정도예요. 가격만큼의 성능인 것 같아요.,3.0,37,9.0,354.0,True,neutral
243,터치 조작이 직관적이라 편리해요. 그립감이 좋아서 귀에서 잘 빠지지 않아요.,4.0,42,14.0,195.0,False,positive
244,연결은 대체로 안정적인 편이에요.,3.0,18,9.0,58.0,True,neutral
245,그립감이 좋아서 귀에서 잘 빠지지 않아요. 방수 기능 덕분에 운동할 때도 안심돼요.,5.0,46,5.0,184.0,True,positive
246,통화 음질이 먹먹하게 들려서 불편해요. 배송도 늦고 포장 상태도 엉망이었어요. ㅎㅎ,1.0,46,18.0,2.0,True,negative
247,딱히 불만은 없지만 감동도 없어요. 리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,45,9.0,50.0,False,neutral
248,매일 사용하는데 만족도가 점점 높아지네요. ^^,5.0,26,7.0,226.0,True,positive
249,리뷰를 참고해서 구매했는데 예상한 정도였어요. 보통 수준이라 재구매는 고민 중이에요. ^^,3.0,50,1.0,336.0,True,neutral
250,그립감이 좋아서 귀에서 잘 빠지지 않아요. 방수 기능 덕분에 운동할 때도 안심돼요. !!,4.0,49,1.0,29.0,True,positive
251,착용감이 편안해서 오래 껴도 아프지 않아요. 디자인이 깔끔하고 케이스도 고급스러워요. ㅠㅠ,5.0,50,2.0,175.0,True,positive
252,무게가 가벼워서 착용감이 뛰어나요. 앱 연동 기능도 세심하게 잘 만들어졌어요. ^^,4.0,46,3.0,338.0,True,positive
253,페어링이 자주 실패해서 짜증이 났어요. 사진과 실물 색상이 많이 달라서 실망했어요. ...,1.0,50,5.0,249.0,True,negative
254,리뷰를 참고해서 구매했는데 예상한 정도였어요. 배터리는 딱 하루 쓸 정도예요.,4.0,43,6.0,120.0,True,neutral
255,며칠 쓰지도 않았는데 한쪽이 고장났습니다. 한쪽 이어폰 소리가 유독 작게 들려요.,1.0,45,15.0,87.0,True,negative
256,케이스 마감이 조잡하고 잘 깨질 것 같아요.,2.0,24,10.0,267.0,True,negative
257,친구에게도 추천하고 싶은 이어폰이에요. 가성비 최고의 이어폰이라고 생각해요.,4.0,42,8.0,212.0,True,positive
258,기대 이상의 퀄리티에 놀랐습니다. 착용감이 편안해서 오래 껴도 아프지 않아요.,4.0,43,6.0,165.0,True,positive
259,AS 문의를 했는데 응답이 너무 느렸어요. 돈이 아깝다는 생각이 계속 들었어요. 통화 음질이 먹먹하게 들려서 불편해요.,2.0,66,7.0,114.0,True,negative
260,노이즈캔슬링은 보통 수준인 것 같아요. 쓸 수는 있지만 추천까지는 아니에요. ㅎㅎ,3.0,45,11.0,3.0,True,neutral
261,한쪽 이어폰 소리가 유독 작게 들려요.,1.0,21,7.0,56.0,True,negative
262,보통 수준이라 재구매는 고민 중이에요. 그럭저럭 쓸만한 이어폰이에요. ㅠㅠ,3.0,41,4.0,182.0,True,neutral
263,친구에게도 추천하고 싶은 이어폰이에요. 이 가격에 이 정도 성능이면 훌륭하죠.,4.0,43,3.0,272.0,True,positive
264,며칠 쓰지도 않았는데 한쪽이 고장났습니다. ㅎㅎ,2.0,26,8.0,334.0,True,negative
265,연결이 끊기지 않고 아주 안정적이에요. 친구에게도 추천하고 싶은 이어폰이에요. ㅠㅠ,4.0,46,16.0,153.0,True,positive
266,한쪽 이어폰 소리가 유독 작게 들려요. 소리가 자꾸 끊겨서 음악 감상이 힘들어요. ^^,1.0,48,1.0,60.0,True,negative
267,터치 조작이 너무 예민해서 오작동이 잦아요. 통화 음질이 먹먹하게 들려서 불편해요.,2.0,46,9.0,140.0,False,negative
268,이 가격에 이 정도 성능이면 훌륭하죠. 고음질 코덱을 지원해서 음악 감상이 즐거워요. 기대 이상의 퀄리티에 놀랐습니다. ^^,5.0,69,9.0,235.0,True,positive
269,그립감이 좋아서 귀에서 잘 빠지지 않아요. 이 가격에 이 정도 성능이면 훌륭하죠. !!,5.0,48,2.0,40.0,True,positive
270,선물용으로 구매했는데 반응이 아주 좋았어요. 노이즈캔슬링 성능이 기대 이상이에요.,5.0,45,1.0,360.0,True,positive
271,착용감이 편안해서 오래 껴도 아프지 않아요. ㅎㅎ,5.0,27,18.0,178.0,True,positive
272,한쪽 이어폰 소리가 유독 작게 들려요. 설명서와 다르게 작동해서 당황스러웠습니다. 연결이 자꾸 끊겨서 스트레스를 받았어요. ㅎㅎ,2.0,71,5.0,136.0,True,negative
273,가격만큼의 성능인 것 같아요. ㅠㅠ,3.0,19,11.0,176.0,True,neutral
274,귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. ...,,29,,,True,negative
275,친구에게는 추천하지 않을 것 같아요. 연결이 자꾸 끊겨서 스트레스를 받았어요.,2.0,43,15.0,25.0,True,negative
276,소리가 자꾸 끊겨서 음악 감상이 힘들어요.,2.0,23,23.0,251.0,True,negative
277,통화 음질이 먹먹하게 들려서 불편해요.,2.0,21,8.0,67.0,True,negative
278,사진과 실물 색상이 많이 달라서 실망했어요. 연결이 자꾸 끊겨서 스트레스를 받았어요.,2.0,47,15.0,247.0,True,negative
279,보통 수준이라 재구매는 고민 중이에요. 평이한 성능에 평이한 만족도예요.,3.0,40,1.0,101.0,True,neutral
280,쓸 수는 있지만 추천까지는 아니에요. ㅎㅎ,4.0,23,19.0,239.0,True,neutral
281,노이즈캔슬링이 거의 작동하지 않는 것 같아요. ^^,1.0,28,13.0,292.0,True,negative
282,그립감이 좋아서 귀에서 잘 빠지지 않아요. 페어링이 빠르고 간편해서 편리합니다. ...,4.0,48,12.0,37.0,True,positive
283,가격이 저렴한 만큼 딱 그 정도예요. 배터리는 딱 하루 쓸 정도예요.,3.0,38,7.0,263.0,True,neutral
284,한쪽 이어폰 소리가 유독 작게 들려요. 페어링이 자주 실패해서 짜증이 났어요. !!,1.0,46,24.0,141.0,True,negative
285,통화 음질이 먹먹하게 들려서 불편해요. ^^,1.0,24,15.0,232.0,False,negative
286,기대했던 만큼도 아니고 실망스럽지도 않아요. 리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,50,1.0,345.0,True,neutral
287,터치 조작이 너무 예민해서 오작동이 잦아요. 설명서와 다르게 작동해서 당황스러웠습니다. ^^,1.0,51,14.0,321.0,True,negative
288,특별한 장점도 단점도 없는 것 같아요.,3.0,21,20.0,362.0,True,neutral
289,배터리가 오래가서 하루 종일 써도 걱정 없어요. 재구매 의사 백프로입니다 강추해요. ㅠㅠ,5.0,49,1.0,313.0,True,positive
290,가격 대비 품질이 많이 아쉬워요. 소리가 자꾸 끊겨서 음악 감상이 힘들어요. ㅎㅎ,2.0,45,19.0,212.0,True,negative
291,친구에게는 추천하지 않을 것 같아요. 귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. ㅎㅎ,1.0,49,21.0,154.0,True,negative
292,페어링이 빠르고 간편해서 편리합니다. 가격 대비 성능이 훌륭한 이어폰이에요. ^^,5.0,45,14.0,80.0,True,positive
293,디자인은 평범하지만 무난하게 쓰고 있어요. !!,2.0,26,13.0,195.0,True,neutral
294,통화 품질은 보통 수준이에요. 그냥 저냥 무난하게 사용 중입니다. !!,3.0,39,17.0,313.0,True,neutral
295,리뷰만 믿고 샀는데 후회가 됩니다. 다시는 구매하고 싶지 않은 제품이에요. ㅠㅠ,1.0,44,8.0,193.0,True,negative
296,이 가격에 이 정도 성능이면 훌륭하죠. 연결이 끊기지 않고 아주 안정적이에요.,5.0,43,10.0,270.0,True,positive
297,페어링이 자주 실패해서 짜증이 났어요.,2.0,21,0.0,79.0,True,negative
298,리뷰만 믿고 샀는데 후회가 됩니다. 다시는 구매하고 싶지 않은 제품이에요. 케이스 마감이 조잡하고 잘 깨질 것 같아요. ㅎㅎ,2.0,69,17.0,144.0,True,negative
299,터치 조작이 너무 예민해서 오작동이 잦아요. 친구에게는 추천하지 않을 것 같아요. 사진과 실물 색상이 많이 달라서 실망했어요. ㅎㅎ,,73,,,,negative
300,페어링이 빠르고 간편해서 편리합니다. 선물용으로 구매했는데 반응이 아주 좋았어요. 방수 기능 덕분에 운동할 때도 안심돼요.,5.0,68,12.0,26.0,True,positive
301,방수 기능이 있다고 했는데 물에 약한 것 같아요. 사진과 실물 색상이 많이 달라서 실망했어요. ...,1.0,56,10.0,229.0,True,negative
302,페어링이 빠르고 간편해서 편리합니다. 재구매 의사 백프로입니다 강추해요. ㅎㅎ,4.0,43,4.0,60.0,True,positive
303,가성비 최고의 이어폰이라고 생각해요. ...,4.0,24,7.0,337.0,True,positive
304,가격이 저렴한 만큼 딱 그 정도예요. 음질은 그냥 무난한 편이에요.,3.0,37,3.0,16.0,True,neutral
305,이 가격에 이 정도 성능이면 훌륭하죠.,4.0,21,8.0,63.0,True,positive
306,페어링이 자주 실패해서 짜증이 났어요. 배터리가 금방 닳아서 자주 충전해야 해요.,,45,,,,negative
307,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 귀에서 자꾸 빠져서 운동할 때 쓰기 힘들어요. !!,1.0,54,23.0,264.0,True,negative
308,필요한 기능만 있는 심플한 제품이에요. ㅠㅠ,4.0,24,4.0,325.0,True,neutral
309,있어도 그만 없어도 그만인 느낌이에요. 리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,47,15.0,327.0,False,neutral
310,소리가 자꾸 끊겨서 음악 감상이 힘들어요. ^^,1.0,26,8.0,206.0,True,negative
311,앱 연동 기능도 세심하게 잘 만들어졌어요. !!,4.0,26,23.0,338.0,True,positive
312,매일 사용하는데 만족도가 점점 높아지네요. 앱 연동 기능도 세심하게 잘 만들어졌어요.,4.0,47,6.0,331.0,False,positive
313,며칠 쓰지도 않았는데 한쪽이 고장났습니다. 친구에게는 추천하지 않을 것 같아요. ...,2.0,48,8.0,68.0,True,negative
314,통화 음질도 선명해서 업무용으로도 좋아요. !!,5.0,26,4.0,200.0,True,positive
315,디자인은 평범하지만 무난하게 쓰고 있어요.,3.0,23,0.0,229.0,True,neutral
316,디자인은 평범하지만 무난하게 쓰고 있어요.,2.0,23,28.0,324.0,True,negative
317,터치 조작이 너무 예민해서 오작동이 잦아요. 다시는 구매하고 싶지 않은 제품이에요. ㅠㅠ,1.0,49,4.0,107.0,True,negative
318,착용감은 나쁘지 않지만 특별하지도 않아요. 그냥 저냥 무난하게 사용 중입니다. ㅎㅎ,,46,,,,neutral
319,한쪽 이어폰 소리가 유독 작게 들려요. AS 문의를 했는데 응답이 너무 느렸어요.,1.0,45,8.0,65.0,False,negative
320,배터리가 오래가서 하루 종일 써도 걱정 없어요.,4.0,26,18.0,149.0,True,positive
321,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 다시는 구매하고 싶지 않은 제품이에요. !!,2.0,50,7.0,329.0,False,negative
322,배터리가 금방 닳아서 자주 충전해야 해요. AS 문의를 했는데 응답이 너무 느렸어요. ㅎㅎ,1.0,50,2.0,44.0,True,negative
323,그립감이 좋아서 귀에서 잘 빠지지 않아요. 배터리가 오래가서 하루 종일 써도 걱정 없어요. 통화 음질도 선명해서 업무용으로도 좋아요. ㅎㅎ,5.0,77,17.0,352.0,True,positive
324,음질이 기대했던 것보다 많이 별로였어요. ㅠㅠ,1.0,25,1.0,330.0,True,negative
325,친구에게는 추천하지 않을 것 같아요. 배터리가 금방 닳아서 자주 충전해야 해요. 연결이 자꾸 끊겨서 스트레스를 받았어요.,1.0,67,3.0,72.0,True,negative
326,친구에게는 추천하지 않을 것 같아요. 다시는 구매하고 싶지 않은 제품이에요. 리뷰만 믿고 샀는데 후회가 됩니다.,2.0,62,6.0,56.0,True,negative
327,가격 대비 성능이 훌륭한 이어폰이에요. 케이스 배터리도 넉넉해서 외출할 때 든든해요.,5.0,47,19.0,43.0,True,positive
328,방수 기능 덕분에 운동할 때도 안심돼요. 생각보다 훨씬 만족스러운 구매였어요. ㅎㅎ,,46,,,,positive
329,페어링이 자주 실패해서 짜증이 났어요. ㅎㅎ,1.0,24,11.0,71.0,True,negative
330,가격 대비 품질이 많이 아쉬워요. 사진과 실물 색상이 많이 달라서 실망했어요. ㅠㅠ,2.0,46,7.0,298.0,False,negative
331,착용감이 편안해서 오래 껴도 아프지 않아요.,4.0,24,1.0,28.0,False,positive
332,한쪽 이어폰 소리가 유독 작게 들려요. 페어링이 자주 실패해서 짜증이 났어요. ㅠㅠ,1.0,46,13.0,70.0,True,negative
333,딱히 불만은 없지만 감동도 없어요. ^^,4.0,22,11.0,347.0,True,neutral
334,앱 연동 기능도 세심하게 잘 만들어졌어요.,4.0,23,17.0,138.0,False,positive
335,노이즈캔슬링은 보통 수준인 것 같아요. 필요한 기능만 있는 심플한 제품이에요. 그냥 저냥 무난하게 사용 중입니다.,3.0,63,8.0,363.0,True,neutral
336,배터리가 금방 닳아서 자주 충전해야 해요. 케이스 마감이 조잡하고 잘 깨질 것 같아요.,2.0,48,12.0,339.0,False,negative
337,생각보다 훨씬 만족스러운 구매였어요.,5.0,20,15.0,207.0,True,positive
338,음질이 정말 선명하고 저음도 풍부해요. 페어링이 빠르고 간편해서 편리합니다.,4.0,42,7.0,201.0,True,positive
339,기대 이상의 퀄리티에 놀랐습니다. ^^,5.0,21,13.0,78.0,True,positive
340,가격이 저렴한 만큼 딱 그 정도예요. 리뷰를 참고해서 구매했는데 예상한 정도였어요.,3.0,46,7.0,328.0,True,neutral
341,그럭저럭 쓸만한 이어폰이에요. ㅎㅎ,3.0,19,6.0,232.0,True,neutral
342,통화 음질이 먹먹하게 들려서 불편해요. 한쪽 이어폰 소리가 유독 작게 들려요. 가격 대비 품질이 많이 아쉬워요. ㅠㅠ,2.0,65,20.0,296.0,False,negative
343,페어링이 빠르고 간편해서 편리합니다. 배터리가 오래가서 하루 종일 써도 걱정 없어요.,5.0,47,12.0,72.0,True,positive
344,평이한 성능에 평이한 만족도예요. 가격만큼의 성능인 것 같아요. ㅎㅎ,3.0,38,3.0,360.0,True,neutral
345,기대했던 만큼도 아니고 실망스럽지도 않아요.,3.0,24,8.0,205.0,True,neutral
346,음질은 그냥 무난한 편이에요.,4.0,16,14.0,35.0,True,neutral
347,그냥 저냥 무난하게 사용 중입니다. 리뷰를 참고해서 구매했는데 예상한 정도였어요. 착용감은 나쁘지 않지만 특별하지도 않아요. !!,4.0,72,13.0,171.0,True,neutral
348,무게가 가벼워서 착용감이 뛰어나요. 노이즈캔슬링 성능이 기대 이상이에요.,5.0,40,1.0,8.0,True,positive
349,페어링이 자주 실패해서 짜증이 났어요. 음질이 기대했던 것보다 많이 별로였어요. ^^,1.0,47,14.0,108.0,True,negative
350,무게가 가벼워서 착용감이 뛰어나요. 그립감이 좋아서 귀에서 잘 빠지지 않아요.,,43,,,True,positive
351,착용감이 편안해서 오래 껴도 아프지 않아요. 통화 음질도 선명해서 업무용으로도 좋아요.,5.0,48,5.0,198.0,True,positive
352,노이즈캔슬링이 거의 작동하지 않는 것 같아요. 케이스 마감이 조잡하고 잘 깨질 것 같아요. ^^,2.0,53,7.0,295.0,True,negative
353,선물용으로 구매했는데 반응이 아주 좋았어요.,5.0,24,17.0,245.0,True,positive
354,가성비 최고의 이어폰이라고 생각해요. 친구에게도 추천하고 싶은 이어폰이에요. ㅠㅠ,5.0,45,0.0,149.0,False,positive
355,리뷰만 믿고 샀는데 후회가 됩니다.,2.0,19,5.0,150.0,False,negative
356,디자인은 평범하지만 무난하게 쓰고 있어요. ^^,3.0,26,2.0,213.0,False,neutral
357,특별한 장점도 단점도 없는 것 같아요.,3.0,21,5.0,130.0,True,neutral
358,매일 사용하는데 만족도가 점점 높아지네요.,4.0,23,10.0,273.0,True,positive
359,있어도 그만 없어도 그만인 느낌이에요. 평이한 성능에 평이한 만족도예요.,2.0,40,11.0,317.0,True,neutral
360,가격 대비 성능이 훌륭한 이어폰이에요. ㅠㅠ,5.0,24,5.0,269.0,False,positive
361,이 가격에 이 정도 성능이면 훌륭하죠. ...,4.0,25,9.0,5.0,True,positive
362,통화 품질은 보통 수준이에요.,3.0,16,2.0,291.0,True,neutral
363,가격 대비 품질이 많이 아쉬워요. 리뷰만 믿고 샀는데 후회가 됩니다.,1.0,38,,250.0,True,negative
364,가격 대비 성능이 훌륭한 이어폰이에요.,4.0,21,5.0,254.0,False,positive
365,평이한 성능에 평이한 만족도예요. 리뷰를 참고해서 구매했는데 예상한 정도였어요. 특별한 장점도 단점도 없는 것 같아요. ^^,3.0,69,17.0,6.0,True,neutral
366,그럭저럭 쓸만한 이어폰이에요. 음질은 그냥 무난한 편이에요. ㅎㅎ,3.0,36,11.0,220.0,False,neutral
367,친구에게도 추천하고 싶은 이어폰이에요. ^^,5.0,24,12.0,34.0,False,positive
368,앱 연동 기능도 세심하게 잘 만들어졌어요.,5.0,23,6.0,318.0,True,neutral
369,페어링이 빠르고 간편해서 편리합니다. 케이스 배터리도 넉넉해서 외출할 때 든든해요. ^^,4.0,49,6.0,158.0,True,positive
370,착용감이 편안해서 오래 껴도 아프지 않아요. 앱 연동 기능도 세심하게 잘 만들어졌어요. !!,,51,,,True,positive
371,매일 사용하는데 만족도가 점점 높아지네요. ^^,5.0,26,19.0,64.0,True,positive
372,착용감이 편안해서 오래 껴도 아프지 않아요. ...,5.0,28,19.0,75.0,True,positive
373,배터리가 금방 닳아서 자주 충전해야 해요. !!,1.0,26,0.0,187.0,False,negative
374,착용감이 불편해서 오래 끼기 힘들어요. 음질이 기대했던 것보다 많이 별로였어요.,1.0,44,6.0,219.0,True,negative
375,기대했던 만큼도 아니고 실망스럽지도 않아요. 가격만큼의 성능인 것 같아요. ...,3.0,45,5.0,336.0,True,neutral
376,기대 이상의 퀄리티에 놀랐습니다. 이 가격에 이 정도 성능이면 훌륭하죠.,5.0,40,21.0,362.0,True,positive
377,보통 수준이라 재구매는 고민 중이에요.,2.0,21,19.0,23.0,True,neutral
378,리뷰만 믿고 샀는데 후회가 됩니다. 케이스 마감이 조잡하고 잘 깨질 것 같아요.,1.0,44,14.0,203.0,True,negative
379,노이즈캔슬링 성능이 기대 이상이에요.,4.0,20,6.0,345.0,True,positive
380,통화 음질이 먹먹하게 들려서 불편해요. 친구에게는 추천하지 않을 것 같아요.,1.0,42,11.0,343.0,True,negative
381,있어도 그만 없어도 그만인 느낌이에요.,2.0,21,802.0,340.0,True,neutral
382,특별한 장점도 단점도 없는 것 같아요. 통화 품질은 보통 수준이에요.,3.0,38,9.0,151.0,True,neutral
383,통화 음질도 선명해서 업무용으로도 좋아요. 터치 조작이 직관적이라 편리해요. ^^,4.0,45,4.0,69.0,False,positive
384,연결이 자꾸 끊겨서 스트레스를 받았어요.,2.0,22,44.0,272.0,True,negative
385,딱히 불만은 없지만 감동도 없어요. 가격만큼의 성능인 것 같아요.,3.0,36,0.0,188.0,True,neutral
386,착용감은 나쁘지 않지만 특별하지도 않아요.,3.0,23,8.0,95.0,True,neutral
387,재구매 의사 백프로입니다 강추해요. 노이즈캔슬링 성능이 기대 이상이에요.,5.0,40,25.0,22.0,True,positive
388,가격 대비 성능이 훌륭한 이어폰이에요. ...,5.0,25,2.0,134.0,True,positive
389,가격 대비 성능이 훌륭한 이어폰이에요. 생각보다 훨씬 만족스러운 구매였어요. !!,5.0,45,16.0,85.0,True,positive
390,돈이 아깝다는 생각이 계속 들었어요. 가격 대비 품질이 많이 아쉬워요. ^^,,42,,,,negative
391,착용감이 편안해서 오래 껴도 아프지 않아요. !!,5.0,27,17.0,237.0,True,positive
392,친구에게도 추천하고 싶은 이어폰이에요. 매일 사용하는데 만족도가 점점 높아지네요. ^^,5.0,48,8.0,294.0,True,positive
393,소리가 자꾸 끊겨서 음악 감상이 힘들어요. 사진과 실물 색상이 많이 달라서 실망했어요. !!,1.0,51,13.0,186.0,True,negative
394,통화 품질은 보통 수준이에요. 보통 수준이라 재구매는 고민 중이에요. ㅎㅎ,3.0,41,24.0,145.0,True,neutral
395,연결이 끊기지 않고 아주 안정적이에요. 재구매 의사 백프로입니다 강추해요. 케이스 배터리도 넉넉해서 외출할 때 든든해요. ㅠㅠ,5.0,70,15.0,256.0,True,positive
396,기대했던 만큼도 아니고 실망스럽지도 않아요. 디자인은 평범하지만 무난하게 쓰고 있어요. ㅎㅎ,3.0,51,21.0,247.0,True,neutral
397,매일 사용하는데 만족도가 점점 높아지네요. 방수 기능 덕분에 운동할 때도 안심돼요. 터치 조작이 직관적이라 편리해요. ^^,4.0,68,3.0,18.0,True,positive
398,디자인이 깔끔하고 케이스도 고급스러워요. 그립감이 좋아서 귀에서 잘 빠지지 않아요.,5.0,46,11.0,159.0,True,positive
399,기대 이상의 퀄리티에 놀랐습니다. 터치 조작이 직관적이라 편리해요. ㅎㅎ,5.0,40,3.0,97.0,True,positive
400,돈이 아깝다는 생각이 계속 들었어요. ^^,2.0,23,2.0,329.0,False,negative
401,착용감은 나쁘지 않지만 특별하지도 않아요.,3.0,23,22.0,41.0,True,neutral
402,노이즈캔슬링이 거의 작동하지 않는 것 같아요.,1.0,25,18.0,193.0,True,negative
403,기대했던 만큼도 아니고 실망스럽지도 않아요. 필요한 기능만 있는 심플한 제품이에요. 보통 수준이라 재구매는 고민 중이에요.,2.0,68,26.0,72.0,True,neutral
404,터치 조작이 너무 예민해서 오작동이 잦아요. 음질이 기대했던 것보다 많이 별로였어요. ^^,2.0,50,7.0,184.0,True,negative
405,필요한 기능만 있는 심플한 제품이에요. 음질은 그냥 무난한 편이에요. ㅠㅠ,,41,,,,neutral
406,재구매 의사 백프로입니다 강추해요. 이 가격에 이 정도 성능이면 훌륭하죠.,5.0,41,3.0,31.0,True,positive
407,방수 기능 덕분에 운동할 때도 안심돼요. 기대 이상의 퀄리티에 놀랐습니다. ^^,5.0,44,21.0,189.0,True,positive
408,이 가격에 이 정도 성능이면 훌륭하죠.,5.0,21,13.0,39.0,True,positive
